"CODE","800alcoholTOTAL2016count","800alcoholTOTAL2016density"
"S01006506",13,6.46566956310825
"S01006507",8,3.97887357729738
"S01006508",10,4.97359197162173
"S01006509",12,5.96831036594608
"S01006510",12,5.96831036594608
"S01006511",13,6.46566956310825
"S01006512",0,0
"S01006513",0,0
"S01006514",1,0.497359197162173
"S01006515",0,0
"S01006516",0,0
"S01006517",3,1.49207759148652
"S01006518",4,1.98943678864869
"S01006519",4,1.98943678864869
"S01006520",0,0
"S01006521",3,1.49207759148652
"S01006522",5,2.48679598581086
"S01006523",5,2.48679598581086
"S01006524",4,1.98943678864869
"S01006525",4,1.98943678864869
"S01006526",6,2.98415518297304
"S01006527",5,2.48679598581086
"S01006528",6,2.98415518297304
"S01006529",8,3.97887357729738
"S01006530",7,3.48151438013521
"S01006531",6,2.98415518297304
"S01006532",9,4.47623277445956
"S01006533",9,4.47623277445956
"S01006534",14,6.96302876027042
"S01006535",19,9.44982474608129
"S01006536",46,22.87852306946
"S01006537",7,3.48151438013521
"S01006538",7,3.48151438013521
"S01006539",11,5.4709511687839
"S01006540",7,3.48151438013521
"S01006541",9,4.47623277445956
"S01006542",3,1.49207759148652
"S01006543",4,1.98943678864869
"S01006544",11,5.4709511687839
"S01006545",14,6.96302876027042
"S01006546",8,3.97887357729738
"S01006547",5,2.48679598581086
"S01006548",2,0.994718394324346
"S01006549",5,2.48679598581086
"S01006550",5,2.48679598581086
"S01006551",6,2.98415518297304
"S01006552",8,3.97887357729738
"S01006553",9,4.47623277445956
"S01006554",13,6.46566956310825
"S01006555",7,3.48151438013521
"S01006556",16,7.95774715459477
"S01006557",6,2.98415518297304
"S01006558",12,5.96831036594608
"S01006559",18,8.95246554891911
"S01006560",11,5.4709511687839
"S01006561",5,2.48679598581086
"S01006562",9,4.47623277445956
"S01006563",4,1.98943678864869
"S01006564",182,90.5193738835155
"S01006565",174,86.5405003062181
"S01006566",50,24.8679598581086
"S01006567",125,62.1698996452716
"S01006568",72,35.8098621956765
"S01006569",24,11.9366207318922
"S01006570",24,11.9366207318922
"S01006571",36,17.9049310978382
"S01006572",10,4.97359197162173
"S01006573",17,8.45510635175694
"S01006574",17,8.45510635175694
"S01006575",17,8.45510635175694
"S01006576",37,18.4022902950004
"S01006577",26,12.9313391262165
"S01006578",71,35.3125029985143
"S01006579",98,48.7412013218929
"S01006580",58,28.846833435406
"S01006581",17,8.45510635175694
"S01006582",246,122.350362501895
"S01006583",153,76.0959571658125
"S01006584",180,89.5246554891911
"S01006585",195,96.9850434466237
"S01006586",281,139.757934402571
"S01006587",243,120.858284910408
"S01006588",257,127.821313670678
"S01006589",205,101.958635418245
"S01006590",257,127.821313670678
"S01006591",209,103.948072206894
"S01006592",44,21.8838046751356
"S01006593",157,78.0853939544611
"S01006594",42,20.8890862808113
"S01006595",112,55.7042300821634
"S01006596",119,59.1857444622986
"S01006597",100,49.7359197162173
"S01006598",19,9.44982474608129
"S01006599",6,2.98415518297304
"S01006600",14,6.96302876027042
"S01006601",21,10.4445431404056
"S01006602",21,10.4445431404056
"S01006603",3,1.49207759148652
"S01006604",8,3.97887357729738
"S01006605",5,2.48679598581086
"S01006606",7,3.48151438013521
"S01006607",4,1.98943678864869
"S01006608",0,0
"S01006609",3,1.49207759148652
"S01006610",4,1.98943678864869
"S01006611",4,1.98943678864869
"S01006612",1,0.497359197162173
"S01006613",2,0.994718394324346
"S01006614",3,1.49207759148652
"S01006615",0,0
"S01006616",5,2.48679598581086
"S01006617",6,2.98415518297304
"S01006618",6,2.98415518297304
"S01006619",7,3.48151438013521
"S01006620",8,3.97887357729738
"S01006621",8,3.97887357729738
"S01006622",8,3.97887357729738
"S01006623",3,1.49207759148652
"S01006624",20,9.94718394324346
"S01006625",18,8.95246554891911
"S01006626",18,8.95246554891911
"S01006627",17,8.45510635175694
"S01006628",20,9.94718394324346
"S01006629",12,5.96831036594608
"S01006630",9,4.47623277445956
"S01006631",6,2.98415518297304
"S01006632",16,7.95774715459477
"S01006633",5,2.48679598581086
"S01006634",5,2.48679598581086
"S01006635",12,5.96831036594608
"S01006636",5,2.48679598581086
"S01006637",122,60.6778220537851
"S01006638",101,50.2332789133795
"S01006639",173,86.0431411090559
"S01006640",66,32.8257070127034
"S01006641",51,25.3653190552708
"S01006642",103,51.2279973077038
"S01006643",57,28.3494742382439
"S01006644",25,12.4339799290543
"S01006645",113,56.2015892793255
"S01006646",216,107.429586587029
"S01006647",176,87.5352187005424
"S01006648",222,110.413741770002
"S01006649",54,26.8573966467573
"S01006650",36,17.9049310978382
"S01006651",41,20.3917270836491
"S01006652",57,28.3494742382439
"S01006653",19,9.44982474608129
"S01006654",13,6.46566956310825
"S01006655",15,7.46038795743259
"S01006656",70,34.8151438013521
"S01006657",20,9.94718394324346
"S01006658",41,20.3917270836491
"S01006659",32,15.9154943091895
"S01006660",18,8.95246554891911
"S01006661",34,16.9102127035139
"S01006662",19,9.44982474608129
"S01006663",30,14.9207759148652
"S01006664",36,17.9049310978382
"S01006665",36,17.9049310978382
"S01006666",13,6.46566956310825
"S01006667",19,9.44982474608129
"S01006668",21,10.4445431404056
"S01006669",20,9.94718394324346
"S01006670",19,9.44982474608129
"S01006671",14,6.96302876027042
"S01006672",17,8.45510635175694
"S01006673",14,6.96302876027042
"S01006674",13,6.46566956310825
"S01006675",18,8.95246554891911
"S01006676",13,6.46566956310825
"S01006677",21,10.4445431404056
"S01006678",15,7.46038795743259
"S01006679",19,9.44982474608129
"S01006680",16,7.95774715459477
"S01006681",9,4.47623277445956
"S01006682",19,9.44982474608129
"S01006683",22,10.9419023375678
"S01006684",19,9.44982474608129
"S01006685",13,6.46566956310825
"S01006686",14,6.96302876027042
"S01006687",18,8.95246554891911
"S01006688",8,3.97887357729738
"S01006689",18,8.95246554891911
"S01006690",19,9.44982474608129
"S01006691",17,8.45510635175694
"S01006692",20,9.94718394324346
"S01006693",16,7.95774715459477
"S01006694",10,4.97359197162173
"S01006695",8,3.97887357729738
"S01006696",8,3.97887357729738
"S01006697",7,3.48151438013521
"S01006698",6,2.98415518297304
"S01006699",6,2.98415518297304
"S01006700",6,2.98415518297304
"S01006701",12,5.96831036594608
"S01006702",9,4.47623277445956
"S01006703",16,7.95774715459477
"S01006704",14,6.96302876027042
"S01006705",15,7.46038795743259
"S01006706",16,7.95774715459477
"S01006707",15,7.46038795743259
"S01006708",11,5.4709511687839
"S01006709",6,2.98415518297304
"S01006710",7,3.48151438013521
"S01006711",6,2.98415518297304
"S01006712",10,4.97359197162173
"S01006713",6,2.98415518297304
"S01006714",7,3.48151438013521
"S01006715",10,4.97359197162173
"S01006716",7,3.48151438013521
"S01006717",14,6.96302876027042
"S01006718",6,2.98415518297304
"S01006719",8,3.97887357729738
"S01006720",7,3.48151438013521
"S01006721",9,4.47623277445956
"S01006722",9,4.47623277445956
"S01006723",11,5.4709511687839
"S01006724",8,3.97887357729738
"S01006725",8,3.97887357729738
"S01006726",8,3.97887357729738
"S01006727",8,3.97887357729738
"S01006728",9,4.47623277445956
"S01006729",10,4.97359197162173
"S01006730",9,4.47623277445956
"S01006731",10,4.97359197162173
"S01006732",0,0
"S01006733",1,0.497359197162173
"S01006734",1,0.497359197162173
"S01006735",2,0.994718394324346
"S01006736",0,0
"S01006737",2,0.994718394324346
"S01006738",7,3.48151438013521
"S01006739",7,3.48151438013521
"S01006740",10,4.97359197162173
"S01006741",4,1.98943678864869
"S01006742",3,1.49207759148652
"S01006743",7,3.48151438013521
"S01006744",10,4.97359197162173
"S01006745",12,5.96831036594608
"S01006746",6,2.98415518297304
"S01006747",8,3.97887357729738
"S01006748",6,2.98415518297304
"S01006749",5,2.48679598581086
"S01006750",3,1.49207759148652
"S01006751",7,3.48151438013521
"S01006752",6,2.98415518297304
"S01006753",9,4.47623277445956
"S01006754",10,4.97359197162173
"S01006755",6,2.98415518297304
"S01006756",17,8.45510635175694
"S01006757",2,0.994718394324346
"S01006758",4,1.98943678864869
"S01006759",4,1.98943678864869
"S01006760",1,0.497359197162173
"S01006761",2,0.994718394324346
"S01006762",4,1.98943678864869
"S01006763",0,0
"S01006764",3,1.49207759148652
"S01006765",3,1.49207759148652
"S01006766",0,0
"S01006767",4,1.98943678864869
"S01006768",4,1.98943678864869
"S01006769",7,3.48151438013521
"S01006770",6,2.98415518297304
"S01006771",5,2.48679598581086
"S01006772",5,2.48679598581086
"S01006773",6,2.98415518297304
"S01006774",5,2.48679598581086
"S01006775",6,2.98415518297304
"S01006776",5,2.48679598581086
"S01006777",4,1.98943678864869
"S01006778",3,1.49207759148652
"S01006779",13,6.46566956310825
"S01006780",10,4.97359197162173
"S01006781",9,4.47623277445956
"S01006782",11,5.4709511687839
"S01006783",11,5.4709511687839
"S01006784",11,5.4709511687839
"S01006785",2,0.994718394324346
"S01006786",3,1.49207759148652
"S01006787",3,1.49207759148652
"S01006788",2,0.994718394324346
"S01006789",16,7.95774715459477
"S01006790",15,7.46038795743259
"S01006791",0,0
"S01006792",0,0
"S01006793",14,6.96302876027042
"S01006794",1,0.497359197162173
"S01006795",5,2.48679598581086
"S01006796",0,0
"S01006797",0,0
