"CODE","800alcoholTOTAL2012count","800alcoholTOTAL2012density"
"S01006506",12,5.96831036594608
"S01006507",8,3.97887357729738
"S01006508",8,3.97887357729738
"S01006509",11,5.4709511687839
"S01006510",11,5.4709511687839
"S01006511",11,5.4709511687839
"S01006512",0,0
"S01006513",0,0
"S01006514",1,0.497359197162173
"S01006515",0,0
"S01006516",0,0
"S01006517",4,1.98943678864869
"S01006518",3,1.49207759148652
"S01006519",3,1.49207759148652
"S01006520",0,0
"S01006521",3,1.49207759148652
"S01006522",7,3.48151438013521
"S01006523",7,3.48151438013521
"S01006524",6,2.98415518297304
"S01006525",3,1.49207759148652
"S01006526",6,2.98415518297304
"S01006527",6,2.98415518297304
"S01006528",7,3.48151438013521
"S01006529",8,3.97887357729738
"S01006530",7,3.48151438013521
"S01006531",6,2.98415518297304
"S01006532",9,4.47623277445956
"S01006533",10,4.97359197162173
"S01006534",16,7.95774715459477
"S01006535",20,9.94718394324346
"S01006536",45,22.3811638722978
"S01006537",8,3.97887357729738
"S01006538",7,3.48151438013521
"S01006539",10,4.97359197162173
"S01006540",7,3.48151438013521
"S01006541",11,5.4709511687839
"S01006542",5,2.48679598581086
"S01006543",5,2.48679598581086
"S01006544",14,6.96302876027042
"S01006545",15,7.46038795743259
"S01006546",9,4.47623277445956
"S01006547",4,1.98943678864869
"S01006548",3,1.49207759148652
"S01006549",5,2.48679598581086
"S01006550",7,3.48151438013521
"S01006551",6,2.98415518297304
"S01006552",8,3.97887357729738
"S01006553",10,4.97359197162173
"S01006554",12,5.96831036594608
"S01006555",8,3.97887357729738
"S01006556",14,6.96302876027042
"S01006557",6,2.98415518297304
"S01006558",14,6.96302876027042
"S01006559",20,9.94718394324346
"S01006560",13,6.46566956310825
"S01006561",6,2.98415518297304
"S01006562",10,4.97359197162173
"S01006563",5,2.48679598581086
"S01006564",180,89.5246554891911
"S01006565",172,85.5457819118937
"S01006566",52,25.862678252433
"S01006567",128,63.6619772367581
"S01006568",80,39.7887357729738
"S01006569",28,13.9260575205408
"S01006570",27,13.4286983233787
"S01006571",39,19.3970086893247
"S01006572",11,5.4709511687839
"S01006573",18,8.95246554891911
"S01006574",18,8.95246554891911
"S01006575",19,9.44982474608129
"S01006576",42,20.8890862808113
"S01006577",27,13.4286983233787
"S01006578",76,37.7992989843251
"S01006579",104,51.725356504866
"S01006580",56,27.8521150410817
"S01006581",19,9.44982474608129
"S01006582",234,116.382052135948
"S01006583",156,77.588034757299
"S01006584",180,89.5246554891911
"S01006585",193,95.9903250522994
"S01006586",268,133.292264839462
"S01006587",229,113.895256150138
"S01006588",241,119.863566516084
"S01006589",185,92.011451475002
"S01006590",243,120.858284910408
"S01006591",206,102.455994615408
"S01006592",62,30.8362702240547
"S01006593",148,73.6091611800016
"S01006594",45,22.3811638722978
"S01006595",119,59.1857444622986
"S01006596",142,70.6250059970286
"S01006597",106,52.7200748991903
"S01006598",18,8.95246554891911
"S01006599",6,2.98415518297304
"S01006600",15,7.46038795743259
"S01006601",23,11.43926153473
"S01006602",21,10.4445431404056
"S01006603",3,1.49207759148652
"S01006604",8,3.97887357729738
"S01006605",5,2.48679598581086
"S01006606",6,2.98415518297304
"S01006607",3,1.49207759148652
"S01006608",0,0
"S01006609",4,1.98943678864869
"S01006610",4,1.98943678864869
"S01006611",4,1.98943678864869
"S01006612",1,0.497359197162173
"S01006613",0,0
"S01006614",2,0.994718394324346
"S01006615",0,0
"S01006616",5,2.48679598581086
"S01006617",6,2.98415518297304
"S01006618",5,2.48679598581086
"S01006619",7,3.48151438013521
"S01006620",6,2.98415518297304
"S01006621",7,3.48151438013521
"S01006622",6,2.98415518297304
"S01006623",4,1.98943678864869
"S01006624",17,8.45510635175694
"S01006625",16,7.95774715459477
"S01006626",17,8.45510635175694
"S01006627",17,8.45510635175694
"S01006628",21,10.4445431404056
"S01006629",9,4.47623277445956
"S01006630",7,3.48151438013521
"S01006631",7,3.48151438013521
"S01006632",15,7.46038795743259
"S01006633",4,1.98943678864869
"S01006634",6,2.98415518297304
"S01006635",11,5.4709511687839
"S01006636",6,2.98415518297304
"S01006637",116,57.6936668708121
"S01006638",92,45.7570461389199
"S01006639",137,68.1382100112177
"S01006640",59,29.3441926325682
"S01006641",49,24.3706006609465
"S01006642",97,48.2438421247308
"S01006643",52,25.862678252433
"S01006644",22,10.9419023375678
"S01006645",106,52.7200748991903
"S01006646",203,100.963917023921
"S01006647",168,83.5563451232451
"S01006648",214,106.434868192705
"S01006649",54,26.8573966467573
"S01006650",36,17.9049310978382
"S01006651",41,20.3917270836491
"S01006652",56,27.8521150410817
"S01006653",18,8.95246554891911
"S01006654",12,5.96831036594608
"S01006655",18,8.95246554891911
"S01006656",72,35.8098621956765
"S01006657",19,9.44982474608129
"S01006658",42,20.8890862808113
"S01006659",33,16.4128535063517
"S01006660",18,8.95246554891911
"S01006661",35,17.4075719006761
"S01006662",19,9.44982474608129
"S01006663",29,14.423416717703
"S01006664",36,17.9049310978382
"S01006665",35,17.4075719006761
"S01006666",15,7.46038795743259
"S01006667",24,11.9366207318922
"S01006668",24,11.9366207318922
"S01006669",22,10.9419023375678
"S01006670",19,9.44982474608129
"S01006671",14,6.96302876027042
"S01006672",21,10.4445431404056
"S01006673",15,7.46038795743259
"S01006674",14,6.96302876027042
"S01006675",17,8.45510635175694
"S01006676",10,4.97359197162173
"S01006677",19,9.44982474608129
"S01006678",13,6.46566956310825
"S01006679",18,8.95246554891911
"S01006680",14,6.96302876027042
"S01006681",9,4.47623277445956
"S01006682",20,9.94718394324346
"S01006683",20,9.94718394324346
"S01006684",17,8.45510635175694
"S01006685",14,6.96302876027042
"S01006686",15,7.46038795743259
"S01006687",18,8.95246554891911
"S01006688",8,3.97887357729738
"S01006689",19,9.44982474608129
"S01006690",20,9.94718394324346
"S01006691",15,7.46038795743259
"S01006692",17,8.45510635175694
"S01006693",16,7.95774715459477
"S01006694",10,4.97359197162173
"S01006695",8,3.97887357729738
"S01006696",8,3.97887357729738
"S01006697",7,3.48151438013521
"S01006698",6,2.98415518297304
"S01006699",6,2.98415518297304
"S01006700",8,3.97887357729738
"S01006701",11,5.4709511687839
"S01006702",7,3.48151438013521
"S01006703",14,6.96302876027042
"S01006704",11,5.4709511687839
"S01006705",14,6.96302876027042
"S01006706",15,7.46038795743259
"S01006707",14,6.96302876027042
"S01006708",9,4.47623277445956
"S01006709",6,2.98415518297304
"S01006710",6,2.98415518297304
"S01006711",6,2.98415518297304
"S01006712",8,3.97887357729738
"S01006713",4,1.98943678864869
"S01006714",7,3.48151438013521
"S01006715",9,4.47623277445956
"S01006716",7,3.48151438013521
"S01006717",11,5.4709511687839
"S01006718",6,2.98415518297304
"S01006719",7,3.48151438013521
"S01006720",6,2.98415518297304
"S01006721",8,3.97887357729738
"S01006722",7,3.48151438013521
"S01006723",8,3.97887357729738
"S01006724",7,3.48151438013521
"S01006725",7,3.48151438013521
"S01006726",9,4.47623277445956
"S01006727",8,3.97887357729738
"S01006728",7,3.48151438013521
"S01006729",10,4.97359197162173
"S01006730",8,3.97887357729738
"S01006731",8,3.97887357729738
"S01006732",0,0
"S01006733",1,0.497359197162173
"S01006734",1,0.497359197162173
"S01006735",1,0.497359197162173
"S01006736",0,0
"S01006737",1,0.497359197162173
"S01006738",6,2.98415518297304
"S01006739",6,2.98415518297304
"S01006740",9,4.47623277445956
"S01006741",4,1.98943678864869
"S01006742",1,0.497359197162173
"S01006743",6,2.98415518297304
"S01006744",11,5.4709511687839
"S01006745",12,5.96831036594608
"S01006746",5,2.48679598581086
"S01006747",7,3.48151438013521
"S01006748",7,3.48151438013521
"S01006749",6,2.98415518297304
"S01006750",3,1.49207759148652
"S01006751",7,3.48151438013521
"S01006752",8,3.97887357729738
"S01006753",10,4.97359197162173
"S01006754",11,5.4709511687839
"S01006755",6,2.98415518297304
"S01006756",15,7.46038795743259
"S01006757",2,0.994718394324346
"S01006758",3,1.49207759148652
"S01006759",3,1.49207759148652
"S01006760",1,0.497359197162173
"S01006761",2,0.994718394324346
