"CODE","800alcoholOff2016count","800alcoholOff2016density"
"S01006506",5,2.48679598581086
"S01006507",3,1.49207759148652
"S01006508",4,1.98943678864869
"S01006509",5,2.48679598581086
"S01006510",5,2.48679598581086
"S01006511",5,2.48679598581086
"S01006512",0,0
"S01006513",0,0
"S01006514",0,0
"S01006515",0,0
"S01006516",0,0
"S01006517",3,1.49207759148652
"S01006518",2,0.994718394324346
"S01006519",2,0.994718394324346
"S01006520",0,0
"S01006521",0,0
"S01006522",3,1.49207759148652
"S01006523",3,1.49207759148652
"S01006524",3,1.49207759148652
"S01006525",2,0.994718394324346
"S01006526",2,0.994718394324346
"S01006527",3,1.49207759148652
"S01006528",4,1.98943678864869
"S01006529",4,1.98943678864869
"S01006530",4,1.98943678864869
"S01006531",5,2.48679598581086
"S01006532",4,1.98943678864869
"S01006533",5,2.48679598581086
"S01006534",7,3.48151438013521
"S01006535",9,4.47623277445956
"S01006536",14,6.96302876027042
"S01006537",2,0.994718394324346
"S01006538",3,1.49207759148652
"S01006539",7,3.48151438013521
"S01006540",5,2.48679598581086
"S01006541",3,1.49207759148652
"S01006542",2,0.994718394324346
"S01006543",1,0.497359197162173
"S01006544",3,1.49207759148652
"S01006545",5,2.48679598581086
"S01006546",3,1.49207759148652
"S01006547",4,1.98943678864869
"S01006548",1,0.497359197162173
"S01006549",3,1.49207759148652
"S01006550",3,1.49207759148652
"S01006551",4,1.98943678864869
"S01006552",6,2.98415518297304
"S01006553",4,1.98943678864869
"S01006554",7,3.48151438013521
"S01006555",6,2.98415518297304
"S01006556",10,4.97359197162173
"S01006557",4,1.98943678864869
"S01006558",8,3.97887357729738
"S01006559",8,3.97887357729738
"S01006560",5,2.48679598581086
"S01006561",3,1.49207759148652
"S01006562",3,1.49207759148652
"S01006563",2,0.994718394324346
"S01006564",29,14.423416717703
"S01006565",33,16.4128535063517
"S01006566",21,10.4445431404056
"S01006567",29,14.423416717703
"S01006568",18,8.95246554891911
"S01006569",12,5.96831036594608
"S01006570",10,4.97359197162173
"S01006571",13,6.46566956310825
"S01006572",3,1.49207759148652
"S01006573",6,2.98415518297304
"S01006574",5,2.48679598581086
"S01006575",7,3.48151438013521
"S01006576",13,6.46566956310825
"S01006577",9,4.47623277445956
"S01006578",18,8.95246554891911
"S01006579",19,9.44982474608129
"S01006580",16,7.95774715459477
"S01006581",5,2.48679598581086
"S01006582",26,12.9313391262165
"S01006583",19,9.44982474608129
"S01006584",23,11.43926153473
"S01006585",24,11.9366207318922
"S01006586",35,17.4075719006761
"S01006587",19,9.44982474608129
"S01006588",25,12.4339799290543
"S01006589",25,12.4339799290543
"S01006590",23,11.43926153473
"S01006591",21,10.4445431404056
"S01006592",15,7.46038795743259
"S01006593",21,10.4445431404056
"S01006594",11,5.4709511687839
"S01006595",20,9.94718394324346
"S01006596",18,8.95246554891911
"S01006597",20,9.94718394324346
"S01006598",10,4.97359197162173
"S01006599",2,0.994718394324346
"S01006600",6,2.98415518297304
"S01006601",8,3.97887357729738
"S01006602",10,4.97359197162173
"S01006603",2,0.994718394324346
"S01006604",4,1.98943678864869
"S01006605",3,1.49207759148652
"S01006606",3,1.49207759148652
"S01006607",2,0.994718394324346
"S01006608",0,0
"S01006609",2,0.994718394324346
"S01006610",3,1.49207759148652
"S01006611",2,0.994718394324346
"S01006612",1,0.497359197162173
"S01006613",2,0.994718394324346
"S01006614",2,0.994718394324346
"S01006615",0,0
"S01006616",2,0.994718394324346
"S01006617",3,1.49207759148652
"S01006618",4,1.98943678864869
"S01006619",3,1.49207759148652
"S01006620",4,1.98943678864869
"S01006621",4,1.98943678864869
"S01006622",4,1.98943678864869
"S01006623",2,0.994718394324346
"S01006624",12,5.96831036594608
"S01006625",13,6.46566956310825
"S01006626",13,6.46566956310825
"S01006627",11,5.4709511687839
"S01006628",11,5.4709511687839
"S01006629",10,4.97359197162173
"S01006630",7,3.48151438013521
"S01006631",2,0.994718394324346
"S01006632",10,4.97359197162173
"S01006633",3,1.49207759148652
"S01006634",2,0.994718394324346
"S01006635",8,3.97887357729738
"S01006636",2,0.994718394324346
"S01006637",24,11.9366207318922
"S01006638",25,12.4339799290543
"S01006639",32,15.9154943091895
"S01006640",15,7.46038795743259
"S01006641",16,7.95774715459477
"S01006642",33,16.4128535063517
"S01006643",19,9.44982474608129
"S01006644",12,5.96831036594608
"S01006645",33,16.4128535063517
"S01006646",40,19.8943678864869
"S01006647",36,17.9049310978382
"S01006648",38,18.8996494921626
"S01006649",28,13.9260575205408
"S01006650",23,11.43926153473
"S01006651",25,12.4339799290543
"S01006652",30,14.9207759148652
"S01006653",14,6.96302876027042
"S01006654",8,3.97887357729738
"S01006655",11,5.4709511687839
"S01006656",24,11.9366207318922
"S01006657",15,7.46038795743259
"S01006658",24,11.9366207318922
"S01006659",19,9.44982474608129
"S01006660",11,5.4709511687839
"S01006661",16,7.95774715459477
"S01006662",11,5.4709511687839
"S01006663",13,6.46566956310825
"S01006664",18,8.95246554891911
"S01006665",19,9.44982474608129
"S01006666",6,2.98415518297304
"S01006667",6,2.98415518297304
"S01006668",10,4.97359197162173
"S01006669",6,2.98415518297304
"S01006670",8,3.97887357729738
"S01006671",6,2.98415518297304
"S01006672",6,2.98415518297304
"S01006673",5,2.48679598581086
"S01006674",5,2.48679598581086
"S01006675",13,6.46566956310825
"S01006676",8,3.97887357729738
"S01006677",12,5.96831036594608
"S01006678",11,5.4709511687839
"S01006679",12,5.96831036594608
"S01006680",10,4.97359197162173
"S01006681",5,2.48679598581086
"S01006682",12,5.96831036594608
"S01006683",16,7.95774715459477
"S01006684",13,6.46566956310825
"S01006685",8,3.97887357729738
"S01006686",10,4.97359197162173
